Newcastle City Council Invoices over £250 paid in June 2015,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,ALLAN COURT RESIDENTIAL HOME,6610994,Revenue,1MK20,Residential Care LD,-397.2,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,ALLAN COURT RESIDENTIAL HOME,6610994,Revenue,1MM20,Residential Care MH,-2033.59,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,ALLAN COURT RESIDENTIAL HOME,6610994,Revenue,1MG10,Nursing Care OP,51024.07,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,ALLAN COURT RESIDENTIAL HOME,6610994,Revenue,1MG20,Residential Care OP,11816.08,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,ALLAN COURT RESIDENTIAL HOME,6610994,Revenue,1MK20,Residential Care LD,3000,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,ALLAN COURT RESIDENTIAL HOME,6610994,Revenue,1MM20,Residential Care MH,12195.93,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,ALLAN COURT RESIDENTIAL HOME,6611009,Revenue,1MG10,Nursing Care OP,448,
Adult and Culture,Social Services                        ,Third Party Payments,42157,ALLIED HEALTHCARE,6594650,Revenue,1MG53,Supporting People Eld,833.34,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,42177,ALLIED HEALTHCARE GROUP,6615701,Revenue,1MG53,Supporting People Eld,823.65,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,ALLIED HEALTHCARE GROUP,6604313,Revenue,1MG51,Home Care-Personal OP,47770.35,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,ALLIED HEALTHCARE GROUP,6604313,Revenue,1MH50,Home Care PD,10381.43,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,ALLIED HEALTHCARE GROUP,6604313,Revenue,1MK51,Home Care LD,3297.03,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,ALLIED HEALTHCARE GROUP,6604313,Revenue,1MM50,Home Care MH,611.23,
HRA,HRA Income                 ,Supplies & Services,26/06/2015,ALLPAY.NET LIMITED,6605003,Revenue,1HEIG,Income General,59.52,
HRA,HRA Income                 ,Supplies & Services,26/06/2015,ALLPAY.NET LIMITED,6605009,Revenue,1HEIG,Income General,519.7,
HRA,HRA Income                 ,Supplies & Services,26/06/2015,ALLPAY.NET LIMITED,6605055,Revenue,1HEIG,Income General,87.01,
HRA,HRA Income                 ,Third Party Payments,26/06/2015,ALLPAY.NET LIMITED,6605003,Revenue,1HEIG,Income General,407.12,
HRA,HRA Income                 ,Third Party Payments,26/06/2015,ALLPAY.NET LIMITED,6605009,Revenue,1HEIG,Income General,3449.55,
HRA,HRA Income                 ,Third Party Payments,26/06/2015,ALLPAY.NET LIMITED,6605055,Revenue,1HEIG,Income General,438.28,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,11/06/2015,ALTONAIDS MOBILITY,6606959,Revenue,1V206,Shop Mobility,354,
Environment & Regeneration,Highways                               ,Supplies & Services,15/06/2015,AL-VAC LTD,6586767,Revenue,1KEMC,Highways,477.53,
Children's Services,Invoice,Premises,25/06/2015,AMCO ENGINEERING,6621083,Revenue,1KKU6,Ouseburn Barrage Maintenance,716.56,
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,25/06/2015,AMCO ENGINEERING,6607025,Revenue,1KKU6,Ouseburn Barrage Maintenance,716.56,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,11/06/2015,AMEC FOSTER WHEELER,6606864,Capital,2N401,Capital General,2900,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,25/06/2015,AMEC FOSTER WHEELER,6612734,Capital,2N401,Capital General,500,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,42166,ANCHOR TRUST,6607189,Revenue,1MX51,SP VP Block Subsidy,815.48,
Environment & Regeneration,NS: Asset Man              ,Premises,09/06/2015,ANDTECH SYSTEMS,6602158,Revenue,1KKY2,Allendale Accomodation,1295,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,08/06/2015,ANTALIS MCNAUGHTON LTD,6603455,Revenue,1CP17,Digital Printing,1704.3,
Chief Executive's,CD - Accountancy                 ,Supplies & Services,05/06/2015,AON HEWITT LIMITED,6602295,Revenue,1FF51,Finance,1545,
Environment & Regeneration,Cityworks Rangers          ,Supplies & Services,10/06/2015,APEX RADIO SYSTEMS LTD,6606284,Revenue,1KL6M,Ouseburn Park,1098.99,
Adult and Culture,Library Admin              ,Supplies & Services,42165,APPLIED COMICS ETC,6595038,Revenue,1EJ20,City Library Premises,720,
Children's Services,West Riverside S/Start           ,Supplies & Services,18/06/2015,AQUAID NORTH,6613808,Revenue,1EEG1,W River CC Central Costs,516.8,
Environment & Regeneration,Cityworks Clean E/C        ,Supplies & Services,26/06/2015,ARBORICULTURAL ASSOCIATION,6623080,Revenue,1KEHA,Arbor Team,550,
Chief Executive's,CD - Communities                 ,Supplies & Services,18/06/2015,AREEEBA DISTRIBUTION,6614146,Revenue,1KN53,Westerhope Ward,252,
Chief Executive's,CD - Communities                 ,Supplies & Services,18/06/2015,AREEEBA DISTRIBUTION,6614148,Revenue,1KN32,Kenton Ward,300,
Chief Executive's,CD - Communities                 ,Supplies & Services,18/06/2015,AREEEBA DISTRIBUTION,6614149,Revenue,1KN32,Kenton Ward,300,
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,05/06/2015,AREEEBA DISTRIBUTION,6602092,Capital,2DP02,Devt Capital CC,810,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,42177,ARK HOUSE TREATMENT CENTRE,6616490,Revenue,1MP27,DAT Residential Rehab,326.29,
Environment & Regeneration,Highways                               ,Supplies & Services,11/06/2015,ARMCON LTD,6607272,Revenue,1KEMC,Highways,2731.95,
Environment & Regeneration,Highways                               ,Supplies & Services,11/06/2015,ARMCON LTD,6607273,Revenue,1KEMC,Highways,1514.81,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,02/06/2015,ARNOLD CLARK,6584201,Revenue,3KES1,Fleetmaster Stores Account,372.41,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,09/06/2015,ARNOLD CLARK,6604209,Revenue,1KESH,Light Workshop Routine Repair,394.49,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,25/06/2015,ARNOLD CLARK,6604168,Revenue,3KES1,Fleetmaster Stores Account,426.31,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18/06/2015,ARNOLD CLARK,6594813,Revenue,1KESY,Fleet Services Hire office,364,
Environment & Regeneration,E&R Parking Services       ,Transport,16/06/2015,ARRIVA NORTH EAST,6600519,Revenue,1V301,Travel office Travel Passes,1770,
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,02/06/2015,ARTEMIS SUPPORT,6599058,Revenue,1MC02,Ind Sector Placements,11600,
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,29/06/2015,ARTEMIS SUPPORT,6624178,Revenue,1MC02,Ind Sector Placements,11600,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,ARTEMIS SUPPORT LTD,6604333,Revenue,1MG50,Home Care-Spot Purchased OP,9735.67,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,ARTEMIS SUPPORT LTD,6604333,Revenue,1MM50,Home Care MH,94.96,
Adult and Culture,Social Services                        ,Third Party Payments,42172,ASDA PHARMACY,6610187,Revenue,1ML09,PH - Drugs and alcohol,105,
Adult and Culture,Social Services                        ,Third Party Payments,42172,ASDA PHARMACY,6610187,Revenue,1ML10,PH - Sexual health -C'ception,883.98,
Adult and Culture,Social Services                        ,Third Party Payments,42172,ASDA STORES LIMITED,6610184,Revenue,1MM10,Nursing Care MH,36.4,
Adult and Culture,Social Services                        ,Third Party Payments,42172,ASDA STORES LIMITED,6610184,Revenue,1ML09,PH - Drugs and alcohol,105,
Adult and Culture,Social Services                        ,Third Party Payments,42172,ASDA STORES LIMITED,6610184,Revenue,1ML11,PH - Smoking & Tobacco,240.57,
Adult and Culture,Social Services                        ,Third Party Payments,42172,ASDA STORES LIMITED,6610184,Revenue,1ML10,PH - Sexual health -C'ception,488.7,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,15/06/2015,ASHBURTON RESIDENTS ASSOCIATION,6609754,Revenue,1KN43,West Gosforth Ward,1275,
Adult and Culture,Social Services                        ,Third Party Payments,42170,ASHCHEM CHEMISTS,6609773,Revenue,1ML09,PH - Drugs and alcohol,175,
Adult and Culture,Social Services                        ,Third Party Payments,42170,ASHCHEM CHEMISTS,6609773,Revenue,1ML11,PH - Smoking & Tobacco,248.59,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,ASHFIELD COURT,6611160,Revenue,1MG20,Residential Care OP,-1165.52,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,ASHFIELD COURT,6611160,Revenue,1MG20,Residential Care OP,7318.92,
Chief Executive's,CD - Safe Newcastle Unit         ,Supplies & Services,11/06/2015,ASHTEAD PLANT HIRE CO LTD,6601204,Revenue,1VP49,"CCTV - Corp, Maint & Invest",525,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,42167,ASKEWS LIBRARY SERVICES LTD,6601915,Revenue,1EJ13,Stock Services,409.5,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,42179,ASKEWS LIBRARY SERVICES LTD,6612885,Revenue,1EJ13,Stock Services,335.72,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/06/2015,ASPINDEN WOOD CENTRE,6598883,Revenue,1MM20,Residential Care MH,-495.8,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,ASPINDEN WOOD CENTRE,6625165,Revenue,1MM20,Residential Care MH,-495.8,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,ASPINDEN WOOD CENTRE,6598883,Revenue,1MM20,Residential Care MH,2760,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,ASPINDEN WOOD CENTRE,6625165,Revenue,1MM20,Residential Care MH,2760,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,ASPIRATIONS CARE LTD,6604381,Revenue,1MH50,Home Care PD,16313.08,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,ASPIRATIONS CARE LTD,6604382,Revenue,1MH50,Home Care PD,2501.32,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,ASPIRATIONS CARE LTD,6604383,Revenue,1MH50,Home Care PD,9952.12,
Chief Executive's,CD - Economic Development        ,Support Services,12/06/2015,ASSOCIATION OF NORTH EAST COUNCILS,6608000,Revenue,1VP15,Housing Retrofit Project,4921.1,
Adult and Culture,Social Services                        ,Supplies & Services,42156,AT HOME IN THE COMMUNITY LTD,6597179,Revenue,3WJ01,Service Users Funds,1821.6,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",01/06/2015,AT HOME IN THE COMMUNITY LTD,6556273,Revenue,1MK50,Supported Living LD,-17.75,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",01/06/2015,AT HOME IN THE COMMUNITY LTD,6557449,Revenue,1MK50,Supported Living LD,-17.75,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,01/06/2015,AT HOME IN THE COMMUNITY LTD,6556273,Revenue,1MK50,Supported Living LD,702.32,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,01/06/2015,AT HOME IN THE COMMUNITY LTD,6557449,Revenue,1MK50,Supported Living LD,702.32,
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,26/06/2015,ATKINS LTD,6623100,Capital,2FT14,Property Services,10771.5,
Environment & Regeneration,NS: Admin & Finance        ,Supplies & Services,17/06/2015,ATKINS LTD,6612936,Revenue,1KL0D,Asset Transfer Procurement,2800,
Children's Services,Comm Hub                   ,Premises,25/06/2015,AURA (NEWCASTLE) PROJECT COMPANY LTD,6606474,Revenue,1E31G,BSF Phase 1,74635.34,
Children's Services,Comm Hub                   ,Supplies & Services,11/06/2015,AURA (NEWCASTLE) PROJECT COMPANY LTD,6586666,Revenue,1E31G,BSF Phase 1,1007.06,
Children's Services,Comm Hub                   ,Supplies & Services,25/06/2015,AURA (NEWCASTLE) PROJECT COMPANY LTD,6606474,Revenue,1E31G,BSF Phase 1,1044799.53,
Children's Services,Comm Hub                   ,Premises,26/06/2015,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,6611268,Revenue,1E31H,BSF Phase 2,40582.99,
Children's Services,Comm Hub                   ,Supplies & Services,26/06/2015,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,6611268,Revenue,1E31H,BSF Phase 2,782553.54,
Children's Services,Comm Hub                   ,Capital Expenditure,15/06/2015,AURA NEWCASTLE LTD,6609382,Capital,2EBP2,BSF ICT Phase Two,5056.25,
Children's Services,Comm Hub                   ,Capital Expenditure,15/06/2015,AURA NEWCASTLE LTD,6609386,Capital,2EBP2,BSF ICT Phase Two,3993.75,
Children's Services,Raising Stnds              ,Supplies & Services,18/06/2015,AURA NEWCASTLE LTD,6613819,Revenue,1E85T,School Trust Costs,750,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,AUTISM INITIATIVES,6625213,Revenue,1MK20,Residential Care LD,-315.2,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,AUTISM INITIATIVES,6625214,Revenue,1MK20,Residential Care LD,-315.2,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,AUTISM INITIATIVES,6625215,Revenue,1MK20,Residential Care LD,-315.2,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AUTISM INITIATIVES,6604297,Revenue,1MK50,Supported Living LD,18077.36,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,AUTISM INITIATIVES,6625213,Revenue,1MK20,Residential Care LD,6107.52,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,AUTISM INITIATIVES,6625214,Revenue,1MK20,Residential Care LD,6107.52,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,AUTISM INITIATIVES,6625215,Revenue,1MK20,Residential Care LD,6107.52,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,AUTISM NORTH - EASTCLIFFE,6598845,Revenue,1MK20,Residential Care LD,3811.28,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,AUTISM NORTH - EASTCLIFFE,6598845,Revenue,1MK50,Supported Living LD,5716.92,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,AUTISM NORTH - EASTCLIFFE,6625138,Revenue,1MK20,Residential Care LD,3811.28,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,AUTISM NORTH - EASTCLIFFE,6625138,Revenue,1MK50,Supported Living LD,5716.92,
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,18/06/2015,AUTOMATICA LTD,6557230,Capital,2DP02,Devt Capital CC,1000,
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,18/06/2015,AUTOMATICA LTD,6608218,Capital,2DP02,Devt Capital CC,1000,
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,18/06/2015,AUTOMATICA LTD,6613679,Capital,2DP02,Devt Capital CC,1080.51,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,AVENUE COMMUNITY NH LTD,6611183,Revenue,1MM10,Nursing Care MH,2075.72,
Adult and Culture,Library Admin              ,Supplies & Services,42180,AXIELL LTD,6621874,Revenue,1EJ12,ICT,12303.56,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/06/2015,AZURE,6604296,Revenue,1MK50,Supported Living LD,-3045.64,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604296,Revenue,1MK50,Supported Living LD,49537.32,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604484,Revenue,1MM50,Home Care MH,700.08,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604485,Revenue,1MK55,Home Care Family/Carer LD,1254.24,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604487,Revenue,1MK51,Home Care LD,1599.84,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604488,Revenue,1MK51,Home Care LD,4751.04,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604489,Revenue,1MK51,Home Care LD,1018.08,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604490,Revenue,1MK51,Home Care LD,339.36,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604491,Revenue,1MK55,Home Care Family/Carer LD,387.84,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604492,Revenue,1MK55,Home Care Family/Carer LD,484.8,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604493,Revenue,1MK55,Home Care Family/Carer LD,775.68,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604494,Revenue,1MK55,Home Care Family/Carer LD,606,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604496,Revenue,1MK55,Home Care Family/Carer LD,484.8,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604499,Revenue,1MK51,Home Care LD,387.84,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604501,Revenue,1MK51,Home Care LD,484.8,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604502,Revenue,1MK51,Home Care LD,387.84,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604504,Revenue,1MK51,Home Care LD,581.76,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604506,Revenue,1MK55,Home Care Family/Carer LD,339.36,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604507,Revenue,1MK51,Home Care LD,993.6,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604508,Revenue,1MK51,Home Care LD,606,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604509,Revenue,1MK51,Home Care LD,290.88,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604510,Revenue,1MK55,Home Care Family/Carer LD,1236.24,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604512,Revenue,1MK55,Home Care Family/Carer LD,715.08,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604513,Revenue,1MK51,Home Care LD,387.84,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604515,Revenue,1MK55,Home Care Family/Carer LD,351.48,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604516,Revenue,1MK55,Home Care Family/Carer LD,339.36,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604518,Revenue,1MM50,Home Care MH,290.88,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604519,Revenue,1MM50,Home Care MH,545.36,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604520,Revenue,1MM50,Home Care MH,702.96,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,AZURE,6604521,Revenue,1MK51,Home Care LD,484.8,
Chief Executive's,Utilities - NCC                        ,Premises,10/06/2015,AZZURRI COMMUNICATIONS LTD,6606062,Revenue,1KKX1,Civic Centre Direct Costs,24.31,
